[0.01655482576228843, 0.001287311039709879, -2.26010770941653;
 -0.001760221539808243, 0.01522218663277844, -1.298682797763056;
 0.0002712621466137415, -0.0002139594720501158, 1]
[0.01427783224934904, 0.000436544273500565, -1.801101666722279;
 -0.001284135943769474, 0.01384523426500996, -1.689476781143068;
 4.969335180832462e-05, -0.0002941144247182501, 1]
[0.01279982819269958, 0.0001704890467252184, -1.827732300032678;
 -0.0008650789506630062, 0.01270279414791831, -1.430979417436031;
 -0.0001038617525176544, -0.0002738463560566557, 1]
[0.01039708319936224, -5.8796275579544e-05, -1.436383000165543;
 -0.0006217366066784203, 0.01052789641179695, -1.105012388074489;
 -0.0003130383074158931, -0.0002817178206082272, 1]
[0.009493930231053261, -0.0001803737485304221, -1.653342145507678;
 -0.0004014583190742036, 0.009474293249956285, -1.044792167210309;
 -0.0004837475927495433, -0.0003390454223651225, 1]
[0.009511480591908339, -0.0001921895781783568, -1.773719750865714;
 -0.0003970850209127729, 0.009263414094895084, -0.8896442595497119;
 -0.0006087221226699282, -0.0003156713166763258, 0.9999999999999999]
