[0.9942628145272024, 0.07731434422158209, -0.01353580003144303, -135.7393357420922;
 -0.1057167769381116, 0.9142261200502363, 0.01403600374236273, -77.99731825769854;
 0.01629167647183904, -0.01285014713715088, 0.9171544585176213, 60.05879063928982;
 0, 0, 0, 1]
[0.995973864660628, 0.03045186969427008, -0.001510078637911082, -125.6388334254223;
 -0.08957703216635124, 0.9657972749107215, 0.02053939709242614, -117.8522544307226;
 0.003466442159014286, -0.02051643940924074, 0.9646366324826635, 69.75665824243292;
 0, 0, 0, 1]
[0.9976912197429328, 0.01328888344588152, 0.009454938110596653, -142.4638237584473;
 -0.06742916080335926, 0.9901278358414496, 0.02118827608090709, -111.5386534034156;
 -0.008095574174431365, -0.02134513845679201, 0.9887379065008557, 77.94567276394922;
 0, 0, 0, 1]
[0.9977662838615915, -0.005642442237405793, 0.03196412658402852, -137.8439030251339;
 -0.05966556309026128, 1.010319902058952, 0.02714444240688875, -106.0435973175376;
 -0.03004102811410003, -0.02703532688697724, 1.007726474695468, 95.96598052834614;
 0, 0, 0, 1]
[0.9978150160597397, -0.01895733699389863, 0.05212951288158063, -173.76677301419;
 -0.04219339402601676, 0.9957511632472812, 0.03651974931063215, -109.8079812819931;
 -0.05084202224800803, -0.03563377919670094, 0.9927755885576227, 105.100310595925;
 0, 0, 0, 1]
[0.9970933605765419, -0.02014733148240571, 0.06334523383631309, -185.9399459445088;
 -0.04162662522524112, 0.9710884231997238, 0.03428145324972123, -93.26186137904701;
 -0.06381265052116018, -0.03309198509537922, 0.9674271538882808, 104.8305099234282;
 0, 0, 0, 1]
